date,corn,soybeans,sugar,iron,copper,oil,coffee,soybean_price,oil_price,iron_price,wheat_price,corn_price,copper_price,coffee_price,USDBRL,brazil_rate,us_rate,vix
11/1/13,780444347,349309289,934777402,3008831750,154056297,1574217480,378089020,476.66,102.69,136.3238095,259.78,199.18,7070.654762,109.3245238,2.288789474,10,0.125,"	12.92"
12/1/13,611096394,23416589,969217055,3204876763,288230857,1770642759,348241811,488.67,105.63,135.7904762,246.11,197.55,7214.9,114.3302727,2.345915789,10,0.125,"	14.19"
1/1/14,577241086,17809847,853906844,2482323823,74568117,1111427967,339829200,476.10,102.22,128.1190476,229.98,198.77,7291.465909,119.0693913,2.381565,10.5,0.125,14.24
2/1/14,213795108,1385831718,702208586,2192735504,171625723,795776216,363084152,496.80,104.93,121.37,242.80,209.36,7149.2125,150.3203,2.388110526,10.75,0.125,15.47
3/1/14,128204065,3147580092,587482469,2391705899,102801372,975556663,410142032,522.00,104.26,111.8333333,275.61,222.39,6650.035714,181.471381,2.328194737,10.75,0.125,14.84
4/1/14,138586663,4134746497,483269243,2063402929,127200942,1078400943,501313775,547.19,105.00,114.5809524,276.38,222.43,6673.5625,188.1174091,2.234790476,11,0.125,14.20
5/1/14,33311555,3866208695,585773671,2593557860,197146399,1435633109,504287913,546.03,105.79,100.56,287.91,216.98,6891.125,180.8374091,2.220280952,11,0.125,12.48
6/1/14,20117216,3571995210,754582901,2311931389,153744664,1417716022,500412018,528.00,108.55,92.85238095,261.65,202.63,6821.142857,168.1970952,2.23486,11,0.125,11.54
7/1/14,120008911,3151183394,995812959,2185525680,146138664,2602570856,522637923,463.23,105.46,96.26086957,238.55,182.29,7113.380435,168.3626087,2.221540909,11,0.125,12.30
8/1/14,476017387,2135354923,944516582,1908706377,184257124,1488898574,511635286,432.99,100.11,94.14285714,229.16,176.48,7001.8375,179.1519524,2.269352381,11,0.125,13.49
9/1/14,501151668,1347500294,892907958,2226334730,180179561,1327191738,556245970,368.85,95.83,84.52272727,211.17,163.13,6872.215909,177.5252727,2.327242857,11,0.125,13.47
10/1/14,566540235,363993310,1068728965,1890397062,153794943,1301089962,645263024,354.44,86.12,81.30434783,210.72,163.38,6737.478261,189.1095652,2.450419048,11.25,0.125,"	18.06"
11/1/14,528606945,81601150,768917705,1579645195,123430359,1376055404,573776041,379.34,77.02,74.425,215.99,178.71,6712.85,177.48075,2.546366667,11.25,0.125,"	13.41"
12/1/14,628227720,73572924,820831781,1992823728,190366432,1446468424,623305167,378.78,60.62,68.67391304,234.86,178.71,6446.452381,164.8562174,2.6327,11.75,0.125,"	16.29"
1/1/15,598388060,35102725,836644689,1196692144,251715222,1188714755,546590594,367.49,47.66,69.06818182,213.02,174.79,5830.535714,162.1039545,2.633536842,12.25,0.125,19.12
2/1/15,208443263,346160419,380536380,1268483729,126626156,676721582,494410196,364.74,55.01,63.8,201.74,173.76,5729.275,154.73055,2.804455556,12.25,0.125,15.90
3/1/15,136825201,2211790279,763927858,1387464343,143376823,849864532,520853992,359.60,52.87,58.18181818,202.69,174.29,5939.670455,140.1634091,3.112635,12.75,0.125,14.81
4/1/15,52624606,2534258174,308367014,1162027319,162001608,1088393646,469455357,356.93,57.55,52.11363636,195.93,172.15,6042.0875,142.4106818,3.057968182,13.25,0.125,13.49
5/1/15,10370729,3612716728,617159245,930577393,151764726,1149737010,435340038,351.95,62.59,60.42857143,193.22,166.35,6294.776316,137.2051429,3.051778947,13.25,0.125,13.34
6/1/15,26416053,3762210842,642312283,1217944107,224560754,1445919872,393588551,354.82,61.42,61.84090909,199.84,166.81,5833.011364,138.902,3.115504545,13.75,0.125,14.34
7/1/15,221496730,3224052598,727791050,1365214302,209109328,1001822226,406894236,372.35,54.67,52.17391304,199.22,179.61,5456.75,134.2488261,3.2147,14.25,0.125,14.35
8/1/15,393123299,2004886432,546483369,971294358,147675180,1132640741,424885916,347.02,46.14,57.33333333,173.52,162.74,5127.3,135.5793333,3.502271429,14.25,0.125,19.43
9/1/15,582222900,1429975247,536546152,1265744362,119879674,788145147,457773314,323.55,46.24,56.97727273,164.07,166.08,5217.25,126.7512727,3.89092381,14.25,0.125,24.38
10/1/15,924204375,989567116,751279032,1095969920,170950017,911490991,502724908,327.42,47.01,53.65909091,165.45,171.45,5216.090909,132.1090455,3.885566667,14.25,0.125,"	16.79"
11/1/15,805009736,551133264,696744073,900816371,97342742,671700966,461776768,319.08,43.09,47.19047619,157.80,166.09,4799.904762,128.1072857,3.784838889,14.25,0.125,"	16.21"
12/1/15,1049736421,281720842,833500927,1274875275,179111626,876172681,450696173,323.32,36.69,40.8826087,163.89,164.00,4638.833333,127.8109565,3.868672727,14.25,0.375,"	18.03"
1/1/16,736581615,147635092,432945631,656110272,197206767,811490285,363995453,323.20,30.43,42.2047619,164.61,161.10,4471.7875,124.2820476,4.045726316,14.25,0.375,23.72
2/1/16,893620539,715347987,800392325,685591641,146956401,512908284,397886180,320.13,31.27,46.48571429,159.28,159.72,4598.619048,125.6004286,3.96851,14.25,0.375,22.52
3/1/16,348965623,2924902326,627385084,776310026,153162448,510255830,406546782,326.94,37.71,56.53913043,164.06,159.23,4953.797619,133.0456522,3.72143913,14.25,0.375,15.85
4/1/16,66016550,3532371105,486422274,960801118,117581367,700856490,326513518,353.80,41.23,60.96666667,163.39,164.47,4872.738095,132.0054762,3.569647619,14.25,0.375,14.30
5/1/16,8371773,3600309132,670938634,1341709579,131871175,532942269,315103876,388.51,46.31,55.88636364,157.56,169.00,4694.5375,133.8161364,3.530080952,14.25,0.375,14.85
6/1/16,7262171,2971369089,909915443,1082605229,159447639,966238336,304468687,421.23,48.33,52.34090909,156.70,179.91,4641.965909,141.5987273,3.441390909,14.25,0.375,17.77
7/1/16,186534841,2424555157,1063015015,996427651,96566992,906794893,272278700,390.40,44.65,57.30952381,133.71,161.82,4864.904762,147.479381,3.275795,14.25,0.375,13.16
8/1/16,434417114,1590492888,1130169553,1255996605,162319640,1068827215,423186841,370.32,45.26,60.86956522,127.90,150.22,4751.670455,144.8148696,3.209056522,14.25,0.375,12.40
9/1/16,497365799,606519905,1249711424,1420275789,204954932,1102110579,459622339,355.90,45.42,57.65909091,123.25,148.51,4722.204545,152.4716364,3.255771429,14.25,0.375,14.22
10/1/16,194536213,413785766,869953947,1110600617,141455046,1110381319,513528677,358.39,50.01,58.95238095,122.56,152.62,4731.261905,156.3626667,3.185245,14,0.375,"	14.59"
11/1/16,171876249,130913191,1088582533,1233893741,148526157,1161052572,536859379,368.37,45.48,74.13636364,122.55,151.33,5450.931818,159.9965455,3.34143,14,0.375,"	15.24"
12/1/16,194374728,273121796,1105422682,1769019639,268229907,689946794,535637211,375.29,53.07,79.43181818,122.85,152.73,5660.35,143.803,3.351668182,13.75,0.625,"	12.47"
1/1/17,248624473,364832837,955397249,1620234340,201505910,1764351878,432851654,379.59,53.95,80.81818182,137.15,160.01,5754.559524,150.5249091,3.195986364,13,0.625,11.61
2/1/17,88296284,1404183305,791123642,1469341168,158761653,2072786736,408380469,380.87,54.61,88.95,147.36,162.96,5940.9125,148.3927,3.103588889,12.25,0.625,11.53
3/1/17,44483250,3534057617,735188910,2326461650,169321120,1311569792,436433415,366.10,51.01,87.19565217,146.43,158.98,5824.630435,144.1256087,3.127330435,12.25,0.875,11.90
4/1/17,28592258,3948237434,723868885,1622611038,159669073,1000108138,330701755,347.86,52.57,70.4,138.41,156.54,5683.902778,140.02995,3.135572222,11.25,0.875,13.14
5/1/17,54947837,4063422621,1036223219,1651576679,224479019,1084230722,387674638,350.18,50.02,61.63043478,146.44,158.60,5599.559524,134.5077391,3.208704545,11.25,0.875,10.86
6/1/17,96485265,3353721793,1272802505,1365731282,172436948,1974958218,310549505,339.73,46.40,57.86363636,157.25,157.97,5719.761364,130.8346364,3.294766667,10.25,1.125,10.51
7/1/17,359464269,2534393319,1040681112,1178013686,181768135,1559444334,255529664,365.45,47.88,66.73809524,174.53,157.61,5985.119048,136.3434286,3.205538095,9.25,1.125,10.26
8/1/17,820124507,2236097286,1048111414,1334698333,241542760,1346375839,385773452,345.41,50.08,74.58695652,139.05,148.54,6485.625,136.2691304,3.150313043,9.25,1.125,11.98
9/1/17,921372421,1610496252,1283502984,1608208893,270925518,1224510541,360600849,353.86,53.07,69.23809524,138.41,147.32,6577.166667,132.347619,3.13419,8.25,1.125,10.44
10/1/17,781688661,939520529,1030571140,1969725055,216989877,1234826311,441424393,358.28,54.96,61.04545455,133.34,148.72,6807.602273,128.0140909,3.190638095,7.5,1.125,"	10.13"
11/1/17,550645733,815375845,792649534,1522118933,193593305,877012429,443296821,361.41,60.05,63.40909091,138.05,148.79,6826.545455,126.0311818,3.258735,7.5,1.125,"	10.54"
12/1/17,636320825,913398157,701806372,1530433143,294264918,1174849249,420271894,357.15,61.12,71.73809524,147.10,149.09,6833.894737,122.3837619,3.29131,7,1.375,"	10.26"
1/1/18,472848154,594256424,562777666,1531067584,172362026,2097812220,418830377,356.87,66.17,75.7826087,156.39,155.92,7065.852273,123.7954783,3.209986364,7,1.375,11.06
2/1/18,203740484,1093260308,505853380,1257556973,219372120,1526352825,362635725,371.23,63.52,77.65,172.29,163.46,7006.525,122.1592,3.240905556,6.75,1.375,22.46
3/1/18,106668768,3434666892,592912973,1677461093,189603119,1697297641,354321840,381.89,64.55,71.31818182,180.92,172.08,6799.178571,120.8996364,3.278614286,6.5,1.625,19.02
4/1/18,22772376,4112601510,341911115,1485277981,210003937,1866534138,297123238,381.27,68.97,66.33333333,180.38,175.60,6851.5125,120.529381,3.4069,6.5,1.625,18.27
5/1/18,11134936,4998529250,634493260,1640389740,248966946,1659626149,214755798,374.85,73.64,66.63043478,192.70,179.18,6825.27381,121.5485652,3.635461905,6.5,1.625,14.12
6/1/18,32229314,4199194498,572707937,1639853503,196134342,1259349635,311144891,339.96,72.33,66.85714286,193.08,165.14,6965.857143,119.6445238,3.772571429,6.5,1.875,13.68
7/1/18,208788720,4078914129,539549575,1811673214,307053242,3465354755,182804898,312.56,73.02,67.04545455,196.81,156.55,6250.75,116.7443636,3.828136364,6.5,1.875,13.15
8/1/18,500450823,3209663475,507633964,1642962475,250929666,1992925509,321371627,316.66,71.46,68.02173913,211.29,162.52,6051.045455,111.8694783,3.929156522,6.5,1.875,12.55
9/1/18,593341937,1814546296,709352013,1767362512,144601309,2598198043,403357413,306.43,75.43,68.8,191.14,154.95,6050.7625,107.836,4.115947368,6.5,2.125,12.91
10/1/18,549170060,2048367808,562515399,2071844497,231689121,3167494992,434354216,315.85,76.77,72.02173913,188.46,160.37,6219.586957,121.7346957,3.757804545,6.5,2.125,"	19.35"
11/1/18,644467337,1898533438,545596854,1862400909,169502555,2084912510,517084495,322.28,62.37,72.29545455,181.55,160.88,6195.920455,121.0300455,3.786015,6.5,2.125,"	19.39"
12/1/18,648038687,1572493222,449745521,1832508951,300036081,1835460249,553949037,330.48,54.18,68.9047619,188.54,167.49,6075.315789,112.2027143,3.884405,6.5,2.375,"	24.95"
1/1/19,658063329,768708881,301850712,1712960559,238160803,2002123062,409113262,333.78,56.78,75.2,188.84,166.85,5939.102273,113.3104348,3.741054545,6.5,2.375,19.57
2/1/19,278785018,1874532678,339221688,1537684543,138359507,1493403028,407607723,334.50,61.31,87.59,177.92,169.66,6300.4875,113.51385,3.723025,6.5,2.375,15.23
3/1/19,151683283,3021084017,296806678,1401741743,148855727,1833516900,413144690,329.24,64.02,87.07142857,164.51,166.32,6439.464286,109.8092857,3.845884211,6.5,2.375,14.49
4/1/19,69667288,3303997489,354564750,1136938757,191538697,2941230415,340212770,324.25,68.76,94.5,159.03,161.65,6438.3625,106.6706364,3.895557143,6.5,2.375,12.95
5/1/19,178345712,3403863079,444693202,1943570476,176715215,2161957586,389753469,305.31,66.60,101.7608696,158.28,171.18,6017.904762,105.7198696,4.000918182,6.5,2.375,16.72
6/1/19,206637965,2883859212,449379571,2062176318,245516677,1580083571,321777129,326.61,59.60,109.55,174.70,195.17,5882.225,113.0042,3.858226316,6.5,2.375,15.84
7/1/19,1018946870,2598549629,525585537,2561082065,216108891,1557812852,339237443,325.47,61.52,119.5869565,163.88,189.49,5941.195652,117.0076522,3.778713043,6.5,2.375,13.31
8/1/19,1246103700,1764063287,463722104,2808884917,197584979,1902416970,374622459,314.63,57.65,93.5,149.36,163.63,5709.440476,109.6390909,4.019381818,6,2.125,18.98
9/1/19,1064953647,1633718760,485566021,2077343333,165741025,2093208682,384157117,322.45,60.05,92.26190476,146.57,157.37,5759.25,111.4192857,4.1209,5.5,1.875,15.56
10/1/19,993719552,1825879413,543961944,2121622093,269903212,2027454180,397867544,339.87,57.49,88.58695652,153.22,167.30,5757.297826,109.526087,4.086386957,5,1.625,"	15.47"
11/1/19,697921943,1807969298,561101635,1820355001,151205225,1403231067,408101053,332.96,60.19,82.9047619,157.53,166.36,5859.952381,120.6698571,4.154725,5,1.625,"	12.52"
12/1/19,724720962,1190964452,412685546,1498030840,185995052,3203100988,399254093,334.95,63.22,90.97727273,165.25,167.06,6077.0625,131.2135,4.108880952,4.5,1.625,"	13.76"
1/1/20,356689332,504798698,470711867,1741287612,144064542,1707992437,358797368,337.08,61.58,95.2173913,178.24,171.81,6031.209091,121.2307391,4.146777273,4.5,1.625,13.94
2/1/20,69884377,1692768740,383995196,1481836488,224124868,2316023793,381421716,325.43,53.45,87.625,172.23,168.74,5687.75,115.2703,4.341838889,4.25,1.625,19.63
3/1/20,89871675,3742530966,420072892,1361697455,87391826,2023525022,411337985,319.34,32.26,88.65909091,170.87,162.18,5182.631818,124.0661364,4.883218182,3.75,0.125,57.74
4/1/20,4334161,5030997690,443106126,1621627221,231489009,1817132846,366811067,309.99,23.34,83.75,179.75,147.01,5057.972,127.4481364,5.324985,3.75,0.125,41.45
5/1/20,6707094,4700002060,714025287,1383086076,202985864,1386002199,468927660,309.33,31.27,91.33333333,174.95,143.99,5239.826316,124.3024762,5.64285,3,0.125,30.90
6/1/20,50887112,4295970050,731670150,1901104678,162976838,1156303096,282782759,318.64,39.75,103.3409091,169.72,148.04,5754.595455,118.4490455,5.195995238,2.25,0.125,31.12
7/1/20,633360444,3458632060,910550241,2397908393,240038050,1928276214,325705087,328.94,42.18,108.0217391,170.57,152.59,6372.46087,123.0525652,5.279595652,2.25,0.125,26.84
8/1/20,996796036,2063686198,864021522,2376108123,141685109,1496515259,372577286,332.14,43.79,120.0714286,174.18,149.39,6508.392857,135.9415714,5.460633333,2,0.125,22.89
9/1/20,1038565909,1556970053,951976103,3107616354,201916193,1471324612,436909844,366.82,40.97,123,204.14,166.60,6704.9,138.4271364,5.398880952,2,0.125,27.65
10/1/20,834605961,885443582,1135320500,2804687444,277174495,1262950881,468350786,387.58,40.61,119.25,203.43,186.77,6713.811364,126.9470909,5.625190476,2,0.125,"	29.44"
11/1/20,844373664,528666792,858217136,2595566905,287063226,1459084686,580752294,419.59,42.97,123.5238095,210.75,190.63,7068.907143,127.2230476,5.417235,2,0.125,"	25.00"
12/1/20,926927518,103680351,860520663,3016703865,208020643,1588726883,541931284,443.66,49.02,153.0652174,217.31,199.18,7772.238095,132.1506522,5.144945455,2,0.125,"	22.37"
1/1/21,459352532,23267167,608785040,2799153139,223140148,1591315839,468433182,504.31,53.91,166.7380952,237.94,231.75,7972.1475,133.8178095,5.3556,2,0.125,24.91
2/1/21,169266889,1036131032,587511683,2930956243,154264635,1877907033,415947832,507.82,60.95,162.325,240.81,245.55,8470.94,138.51175,5.415894444,2,0.125,23.14
3/1/21,74263099,5045797648,638602935,3679472345,336825687,2661483587,538153838,519.88,64.09,166.7391304,229.89,245.76,8988.247826,139.0934783,5.645547826,2.75,0.125,21.84
4/1/21,31838413,6665535984,588353633,3436620605,294129025,2826701536,466708485,537.42,63.36,178.25,239.94,268.62,9324.8175,140.3935455,5.561535,2.75,0.125,17.42
5/1/21,4113404,6707871572,809522230,3575237545,191153915,2230682322,435283835,576.97,66.63,202.8571429,278.45,304.30,10166.285,154.4291429,5.290447619,3.5,0.125,19.76
6/1/21,22022096,5173983522,918075646,5267295310,298133971,3743887034,411036550,537.36,72.06,215.8157895,238.77,292.52,9631.5,159.9233636,5.031304762,4.25,0.125,16.96
7/1/21,402796271,3983584471,824563720,5040514596,198131683,2058804985,337343193,523.57,73.04,214.3409091,243.63,278.45,9450.820455,171.3773636,5.156027273,4.25,0.125,17.60
8/1/21,832740996,3144567474,870268366,5612825309,363733673,3204026884,431538124,504.04,69.06,162.0909091,274.88,257.02,9370.138571,179.9706364,5.251122727,5.25,0.125,17.47
9/1/21,534134910,2458493179,855804960,4067901649,372136464,2486562157,472624459,469.44,73.01,113.71875,269.73,235.82,9324.709545,189.2526364,5.279090476,6.25,0.125,19.82
10/1/21,379965120,1719369047,827881879,3208897280,187154801,2985889023,560524850,452.02,82.22,114.4761905,294.04,239.60,9829.219048,200.3427619,5.539375,7.75,0.125,"	17.87"
11/1/21,513251208,1321125517,929520699,2633020543,303270224,1934787450,572873698,454.58,79.55,90.13157895,317.44,248.77,9728.904545,214.1150909,5.55626,7.75,0.125,"	18.50"
12/1/21,765101509,1359004129,727515623,2408757670,447029565,3006933960,722788560,473.81,73.11,110.4565217,324.02,264.57,9551.18,221.5698261,5.650604348,9.25,0.125,"	21.35"
1/1/22,669812337,1241913090,518470999,1939562041,69602571,2151151388,661161295,514.45,84.12,133.0454545,326.08,276.72,9782.3375,222.6707143,5.533504762,9.25,0.125,23.18
2/1/22,205805698,3135535476,674772589,1762036790,272000215,3938875347,830150131,583.69,92.47,139.7,347.50,292.67,9943.175,228.7114,5.195978947,10.75,0.125,25.75
3/1/22,6181856,6463669703,558846646,2817665204,292836486,3479507047,825634677,617.20,109.48,147.3478261,387.67,335.93,10230.89391,212.4728696,4.967781818,11.75,0.375,26.97
4/1/22,231815124,6757748276,507582656,2498767775,230038953,3021133133,683001177,618.14,103.63,146.6666667,406.03,348.51,10174.34762,216.9663333,4.757415789,11.75,0.375,24.37
5/1/22,375218324,6614105349,604566769,2737665721,150460951,3097566778,587515292,617.12,109.90,131.0909091,444.16,344.91,9395.027273,213.2611818,4.95445,12.75,0.875,29.31
6/1/22,313127853,6306053953,923865415,3080720119,158889201,3971869769,724972636,621.20,114.74,131.0454545,397.65,335.72,9067.551818,222.7881818,5.048609524,13.25,1.625,28.23
7/1/22,1151354523,4721997992,1144008856,2833850816,166428571,3465106338,592522168,571.00,102.50,109.047619,321.98,312.68,7544.809524,209.2679524,5.36747619,13.25,2.375,25.00
8/1/22,2025847902,3732402585,1196682165,2574685738,350897369,3928197173,559274876,576.82,95.68,109.0652174,323.02,293.93,7990.812174,220.8451739,5.1404875,13.75,2.375,22.17
9/1/22,1809221726,2505176488,1234658509,2760982127,309268153,3464156399,673371596,537.55,88.25,100.8409091,346.32,312.55,7746.011364,220.6520455,5.236357143,13.75,3.125,27.34
10/1/22,1908625648,2333963206,1299867270,1839946217,217596718,2959747613,818735724,507.54,90.74,94.61904762,353.71,343.55,7651.082857,198.9612381,5.249695,13.75,3.125,"	30.01"
11/1/22,1677032153,1548553519,1394786753,2009084769,279199576,4569070993,887424503,529.75,86.54,94.56818182,344.33,320.93,8049.861364,177.3812273,5.274055,13.75,3.875,"	23.30"
12/1/22,1810380336,1197420177,952490043,2069380184,247161787,4507383498,698725306,541.83,78.31,111.4090909,323.65,302.24,8371.091364,175.0025455,5.241831818,13.75,4.375,"	21.78"
1/1/23,1765074385,500406477,895355975,1816158463,169244517,3129362844,628952677,555.51,81.08,122.4318182,320.10,302.84,9007.346364,173.5257273,5.200081818,13.75,4.375,20.17
2/1/23,678147263,2813229185,522904846,1963985840,248703150,1194413455,440777061,561.29,80.65,127.075,332.41,298.25,8936.587,191.8431,5.171088889,13.75,4.625,20.12
3/1/23,401744620,7361533614,832705717,2376761067,308075979,5520902205,603132214,547.23,76.96,127.9782609,309.43,284.96,8856.31087,187.8109565,5.21086087,13.75,4.875,21.64
4/1/23,146507837,7749793839,461774691,2211597029,271689891,2393081486,525393075,546.87,82.02,117.125,312.81,291.18,8809.1575,195.6439,5.019133333,13.75,4.875,17.82
5/1/23,127443455,8115628761,1177032613,2933621798,146991875,3519997846,540171334,508.35,74.07,104.5217391,299.44,268.17,8243.156087,190.8505652,4.982240909,13.75,5.125,17.64
6/1/23,270698067,6821980473,1426827041,2451556255,438221992,2803459014,534955293,526.30,73.34,113.0909091,282.28,266.94,8396.517727,184.8071364,4.850966667,13.75,5.125,14.00
7/1/23,1035708546,4736404396,1484452233,2410740898,152346578,3642496370,517873028,555.11,78.84047619,113.9761905,278.62,235.2719473,8476.679048,173.721,4.800233333,13.75,5.375,13.93
8/1/23,2236761929,4193993160,1810115330,2855719030,222574874,3885418339,657774123,510.15,84.22130435,109.6086957,241.41,207.6758887,8347.828261,167.7498261,4.902943478,13.25,5.375,15.85
9/1/23,1993699774,3302415237,1622942987,2743337504,470681266,4304957390,577295857,487.15,91.71761905,120.4285714,229.39,223.8476664,8276.71381,165.6797619,4.93639,12.75,5.375,15.17
10/1/23,1902655364,2931693905,1539946611,2758682606,351875657,4225096703,807387307,471.93,87.73484848,118.75,216.46,221.9025188,7941.355909,164.4164545,5.064242857,12.75,5.375,"	18.89"
11/1/23,1678407462,2727096294,1939140711,2563526076,290802215,4442158130,738161778,494.35,80.80090909,131.25,216.00,209.0402968,8189.587727,175.036,4.897735,12.25,5.375,"	14.02"
12/1/23,1376168228,1990444086,2037854810,3507752422,394605625,3549804815,778939460,481.49,75.71,137.547619,229.63,207.3979689,8407.900476,187.8349048,4.89664,11.75,5.375,"	12.72"
1/1/24,1117698882,1454942703,1699751779,2814408268,340106150,4877310690,741163432,452.63,77.56507246,136.5869565,226.08,198.7579285,8351.339565,187.1529565,4.913795455,11.75,5.375,13.39
2/1/24,389357570,2919575318,1580622541,2706590282,191417267,2712100038,752899944,429.73,80.65619048,125.9285714,219.24,188.9477445,8304.950476,192.116619,4.963789474,11.25,5.375,13.98
3/1/24,100879597,5357375724,1395259591,2434866952,231616793,3624408722,741771972,433.53,84.33365079,110.1904762,211.84,190.2272114,8692.819048,195.9911905,4.979535,10.75,5.375,13.79
4/1/24,23802559,6286351261,948084575,2413157474,405298202,4514763346,920420676,427.92,88.39712121,112.2272727,208.38,190.90005,9445.593636,226.0089545,5.128486364,10.75,5.375,16.14
5/1/24,85460547,5751861344,1392381165,2414204807,316806779,4850725506,931784730,447.49,82.55913043,119.2391304,227.43,201.0194705,10117.16348,218.5770435,5.132447619,10.5,5.375,13.06
6/1/24,170699783,6137462565,1538912625,2531317818,352924378,3623249503,804538822,430.97,82.31416667,108.1,205.23,191.2409429,9648.167,235.1816,5.388375,10.5,5.375,12.67
7/1/24,700644669,4962841652,1732212357,2873744472,341494662,3731437490,834958294,411.08,83.7326087,107.3913043,183.23,177.7677084,9385.313043,244.3314783,5.541447826,10.5,5.375,14.37
8/1/24,1168639113,3497445946,1789077425,2465373179,285846986,3587288745,875842336,361.83,78.5969697,100.9090909,175.51,169.2967424,8981.117727,247.4150455,5.552013636,10.5,5.375,19.31
9/1/24,1249652332,2585557270,1782859393,2460412443,419641609,3020437115,1074108841,372.10,72.41920635,96.23809524,188.51,183.6558277,9259.128571,267.8709048,5.540966667,10.75,4.875,17.66
10/1/24,1275360834,2024175124,1770988748,2250750562,207271087,3679669622,1311630186,368.49,74.50028986,106.6086957,197.37,189.5879059,9533.991304,260.3128696,5.623508696,10.75,4.875,"	19.96"
11/1/24,981576129,1110678319,1618801871,2307822803,627098894,4515697166,1376567729,365.52,72.51428571,103.9761905,185.73,201.3082702,9075.727143,281.306,5.806457895,11.25,4.625,"	16.02"
12/1/24,913303956,861496296,1352735524,2187536918,438999564,2227197287,1007941950,361.24,72.46090909,105.3409091,185.79,202.829961,8909.907727,312.1695909,6.096395238,12.25,4.375,"	15.87"
1/1/25,789863213,433558617,998361810,2254259755,271926827,4665806686,1331811384,377.85,78.21449275,103.7826087,190.63,214.3599268,8976.680435,321.2351739,6.021172727,13.25,4.375,16.76
2/1/25,321944933,2546889605,870023398,1730330250,256103016,2125519122,1036681546,382.08,74.352,108.2,190.10,221.2545443,9330.975,365.57505,5.765045,13.25,4.375,16.97
3/1/25,209332410,5674187432,870850482,2034047047,430017516,2812218309,1437143197,369.34,70.986,103.652381,179.61,207.752,9735.823333,360.252619,5.746215789,14.25,4.375,21.84
4/1/25,48515455,5864208436,720288217,2063150038,490707829,4353084699,1254215949,378.07,66.341,100.9090909,174.82,215.569,9172.695909,349.0036364,5.783085,14.25,4.375,31.97
5/1/25,18182420,5501158269,996242502,2318194436,413709171,4246985434,1217642660,387.65,63.300,100.2727273,196.84,204.808,9531.200909,349.503,5.666780952,14.75,4.375,20.46
6/1/25,93247548,5337449772,1441930606,2349029611,242291567,3512620692,937487024,383.52,69.249,96.16666667,173.19,195.719,9835.068095,313.0778095,5.546455,15,4.375,18.40
